path,phrase
dataset\SigNN Character Database\E\387.jpg,E
dataset\SigNN Character Database\E\E_468.jpg,E
dataset\SigNN Character Database\E\E_1033.jpg,E
dataset\SigNN Character Database\E\E_1150.jpg,E
dataset\SigNN Character Database\E\E_195.jpg,E
dataset\SigNN Character Database\E\E_790.jpg,E
dataset\SigNN Character Database\E\E_719.jpg,E
dataset\SigNN Character Database\E\90.jpg,E
dataset\SigNN Character Database\E\E_1399.jpg,E
dataset\SigNN Character Database\E\E_1271.jpg,E
dataset\SigNN Character Database\E\E_72.jpg,E
dataset\SigNN Character Database\E\E_1043.jpg,E
dataset\SigNN Character Database\E\169.jpg,E
dataset\SigNN Character Database\E\E_203.jpg,E
dataset\SigNN Character Database\E\252.jpg,E
dataset\SigNN Character Database\E\E_973.jpg,E
dataset\SigNN Character Database\E\339.jpg,E
dataset\SigNN Character Database\E\E_226.jpg,E
dataset\SigNN Character Database\E\E_673.jpg,E
dataset\SigNN Character Database\E\E_964.jpg,E
dataset\SigNN Character Database\E\E_775.jpg,E
dataset\SigNN Character Database\E\E_1195.jpg,E
dataset\SigNN Character Database\E\E_958.jpg,E
dataset\SigNN Character Database\E\E_1182.jpg,E
dataset\SigNN Character Database\E\E_1455.jpg,E
dataset\SigNN Character Database\E\E_523.jpg,E
dataset\SigNN Character Database\E\E_1172.jpg,E
dataset\SigNN Character Database\E\E_375.jpg,E
dataset\SigNN Character Database\E\475.jpg,E
dataset\SigNN Character Database\E\E_982.jpg,E
dataset\SigNN Character Database\E\E_477.jpg,E
dataset\SigNN Character Database\E\E_1336.jpg,E
dataset\SigNN Character Database\E\E_479.jpg,E
dataset\SigNN Character Database\E\E_317.jpg,E
dataset\SigNN Character Database\E\364.jpg,E
dataset\SigNN Character Database\E\E_519.jpg,E
dataset\SigNN Character Database\E\E_1410.jpg,E
dataset\SigNN Character Database\E\E_57.jpg,E
dataset\SigNN Character Database\E\E_1184.jpg,E
dataset\SigNN Character Database\E\E_1080.jpg,E
dataset\SigNN Character Database\E\E_213.jpg,E
dataset\SigNN Character Database\E\E_63.jpg,E
dataset\SigNN Character Database\E\E_624.jpg,E
dataset\SigNN Character Database\E\E_71.jpg,E
dataset\SigNN Character Database\E\425.jpg,E
dataset\SigNN Character Database\E\E_856.jpg,E
dataset\SigNN Character Database\E\E_1069.jpg,E
dataset\SigNN Character Database\E\E_622.jpg,E
dataset\SigNN Character Database\E\E_424.jpg,E
dataset\SigNN Character Database\E\E_733.jpg,E
dataset\SigNN Character Database\E\E_1167.jpg,E
dataset\SigNN Character Database\E\E_685.jpg,E
dataset\SigNN Character Database\E\E_1493.jpg,E
dataset\SigNN Character Database\E\E_1492.jpg,E
dataset\SigNN Character Database\E\E_1387.jpg,E
dataset\SigNN Character Database\E\E_80.jpg,E
dataset\SigNN Character Database\E\E_1143.jpg,E
dataset\SigNN Character Database\E\E_567.jpg,E
dataset\SigNN Character Database\E\E_1105.jpg,E
dataset\SigNN Character Database\E\E_1118.jpg,E
dataset\SigNN Character Database\E\E_142.jpg,E
dataset\SigNN Character Database\E\E_815.jpg,E
dataset\SigNN Character Database\E\E_901.jpg,E
dataset\SigNN Character Database\E\E_689.jpg,E
dataset\SigNN Character Database\E\E_266.jpg,E
dataset\SigNN Character Database\E\288.jpg,E
dataset\SigNN Character Database\E\E_876.jpg,E
dataset\SigNN Character Database\E\E_544.jpg,E
dataset\SigNN Character Database\E\433.jpg,E
dataset\SigNN Character Database\E\E_392.jpg,E
dataset\SigNN Character Database\E\E_1110.jpg,E
dataset\SigNN Character Database\E\E_931.jpg,E
dataset\SigNN Character Database\E\E_239.jpg,E
dataset\SigNN Character Database\E\E_374.jpg,E
dataset\SigNN Character Database\E\E_1453.jpg,E
dataset\SigNN Character Database\E\E_193.jpg,E
dataset\SigNN Character Database\E\E_1194.jpg,E
dataset\SigNN Character Database\E\E_989.jpg,E
dataset\SigNN Character Database\E\E_1432.jpg,E
dataset\SigNN Character Database\E\E_166.jpg,E
dataset\SigNN Character Database\E\E_1152.jpg,E
dataset\SigNN Character Database\E\E_366.jpg,E
dataset\SigNN Character Database\E\E_744.jpg,E
dataset\SigNN Character Database\E\E_1308.jpg,E
dataset\SigNN Character Database\E\E_1055.jpg,E
dataset\SigNN Character Database\E\E_668.jpg,E
dataset\SigNN Character Database\E\E_1162.jpg,E
dataset\SigNN Character Database\E\E_1457.jpg,E
dataset\SigNN Character Database\E\E_104.jpg,E
dataset\SigNN Character Database\E\E_1454.jpg,E
dataset\SigNN Character Database\E\E_843.jpg,E
dataset\SigNN Character Database\E\E_13.jpg,E
dataset\SigNN Character Database\E\E_1304.jpg,E
dataset\SigNN Character Database\E\E_173.jpg,E
dataset\SigNN Character Database\E\E_1070.jpg,E
dataset\SigNN Character Database\E\E_153.jpg,E
dataset\SigNN Character Database\E\E_1450.jpg,E
dataset\SigNN Character Database\E\E_944.jpg,E
dataset\SigNN Character Database\E\E_1422.jpg,E
dataset\SigNN Character Database\E\376.jpg,E
dataset\SigNN Character Database\E\E_1281.jpg,E
dataset\SigNN Character Database\E\E_824.jpg,E
dataset\SigNN Character Database\E\E_1104.jpg,E
dataset\SigNN Character Database\E\371.jpg,E
dataset\SigNN Character Database\E\E_1199.jpg,E
dataset\SigNN Character Database\E\E_1067.jpg,E
dataset\SigNN Character Database\E\E_568.jpg,E
dataset\SigNN Character Database\E\E_278.jpg,E
dataset\SigNN Character Database\E\E_1273.jpg,E
dataset\SigNN Character Database\E\E_238.jpg,E
dataset\SigNN Character Database\E\E_159.jpg,E
dataset\SigNN Character Database\E\49.jpg,E
dataset\SigNN Character Database\E\E_947.jpg,E
dataset\SigNN Character Database\E\E_729.jpg,E
dataset\SigNN Character Database\E\E_1325.jpg,E
dataset\SigNN Character Database\E\E_795.jpg,E
dataset\SigNN Character Database\E\E_1128.jpg,E
dataset\SigNN Character Database\E\E_426.jpg,E
dataset\SigNN Character Database\E\E_394.jpg,E
dataset\SigNN Character Database\E\E_1490.jpg,E
dataset\SigNN Character Database\E\E_590.jpg,E
dataset\SigNN Character Database\E\E_951.jpg,E
dataset\SigNN Character Database\E\E_591.jpg,E
dataset\SigNN Character Database\E\E_246.jpg,E
dataset\SigNN Character Database\E\E_557.jpg,E
dataset\SigNN Character Database\E\E_1478.jpg,E
dataset\SigNN Character Database\E\E_208.jpg,E
dataset\SigNN Character Database\E\E_1093.jpg,E
dataset\SigNN Character Database\E\E_1232.jpg,E
dataset\SigNN Character Database\E\E_78.jpg,E
dataset\SigNN Character Database\E\E_1335.jpg,E
dataset\SigNN Character Database\E\438.jpg,E
dataset\SigNN Character Database\E\E_436.jpg,E
dataset\SigNN Character Database\E\E_1377.jpg,E
dataset\SigNN Character Database\E\E_201.jpg,E
dataset\SigNN Character Database\E\E_162.jpg,E
dataset\SigNN Character Database\E\E_1366.jpg,E
dataset\SigNN Character Database\E\E_224.jpg,E
dataset\SigNN Character Database\E\E_1112.jpg,E
dataset\SigNN Character Database\E\E_674.jpg,E
dataset\SigNN Character Database\E\E_618.jpg,E
dataset\SigNN Character Database\E\351.jpg,E
dataset\SigNN Character Database\E\E_924.jpg,E
dataset\SigNN Character Database\E\199.jpg,E
dataset\SigNN Character Database\E\185.jpg,E
dataset\SigNN Character Database\E\177.jpg,E
dataset\SigNN Character Database\E\E_1429.jpg,E
dataset\SigNN Character Database\E\59.jpg,E
dataset\SigNN Character Database\E\386.jpg,E
dataset\SigNN Character Database\E\E_746.jpg,E
dataset\SigNN Character Database\E\E_1065.jpg,E
dataset\SigNN Character Database\E\E_1208.jpg,E
dataset\SigNN Character Database\E\E_896.jpg,E
dataset\SigNN Character Database\E\E_555.jpg,E
dataset\SigNN Character Database\E\E_58.jpg,E
dataset\SigNN Character Database\E\E_119.jpg,E
dataset\SigNN Character Database\E\E_504.jpg,E
dataset\SigNN Character Database\E\E_133.jpg,E
dataset\SigNN Character Database\E\E_861.jpg,E
dataset\SigNN Character Database\E\E_416.jpg,E
dataset\SigNN Character Database\E\E_708.jpg,E
dataset\SigNN Character Database\E\E_1245.jpg,E
dataset\SigNN Character Database\E\181.jpg,E
dataset\SigNN Character Database\E\E_283.jpg,E
dataset\SigNN Character Database\E\E_1018.jpg,E
dataset\SigNN Character Database\E\E_1383.jpg,E
dataset\SigNN Character Database\E\E_401.jpg,E
dataset\SigNN Character Database\E\E_898.jpg,E
dataset\SigNN Character Database\E\E_646.jpg,E
dataset\SigNN Character Database\E\E_1394.jpg,E
dataset\SigNN Character Database\E\E_701.jpg,E
dataset\SigNN Character Database\E\E_340.jpg,E
dataset\SigNN Character Database\E\E_332.jpg,E
dataset\SigNN Character Database\E\E_782.jpg,E
dataset\SigNN Character Database\E\E_450.jpg,E
dataset\SigNN Character Database\E\E_1025.jpg,E
dataset\SigNN Character Database\E\E_1257.jpg,E
dataset\SigNN Character Database\E\E_1120.jpg,E
dataset\SigNN Character Database\E\E_69.jpg,E
dataset\SigNN Character Database\E\E_592.jpg,E
dataset\SigNN Character Database\E\E_1379.jpg,E
dataset\SigNN Character Database\E\E_1171.jpg,E
dataset\SigNN Character Database\E\E_64.jpg,E
dataset\SigNN Character Database\E\E_526.jpg,E
dataset\SigNN Character Database\E\E_1119.jpg,E
dataset\SigNN Character Database\E\24.jpg,E
dataset\SigNN Character Database\E\E_449.jpg,E
dataset\SigNN Character Database\E\400.jpg,E
dataset\SigNN Character Database\E\E_965.jpg,E
dataset\SigNN Character Database\E\E_1062.jpg,E
dataset\SigNN Character Database\E\E_1200.jpg,E
dataset\SigNN Character Database\E\E_1480.jpg,E
dataset\SigNN Character Database\E\E_902.jpg,E
dataset\SigNN Character Database\E\E_85.jpg,E
dataset\SigNN Character Database\E\100.jpg,E
dataset\SigNN Character Database\E\E_199.jpg,E
dataset\SigNN Character Database\E\120.jpg,E
dataset\SigNN Character Database\E\65.jpg,E
dataset\SigNN Character Database\E\E_859.jpg,E
dataset\SigNN Character Database\E\E_998.jpg,E
dataset\SigNN Character Database\E\452.jpg,E
dataset\SigNN Character Database\E\E_1210.jpg,E
dataset\SigNN Character Database\E\E_615.jpg,E
dataset\SigNN Character Database\E\249.jpg,E
dataset\SigNN Character Database\E\430.jpg,E
dataset\SigNN Character Database\E\E_919.jpg,E
dataset\SigNN Character Database\E\E_24.jpg,E
dataset\SigNN Character Database\E\E_517.jpg,E
dataset\SigNN Character Database\E\E_218.jpg,E
dataset\SigNN Character Database\E\E_862.jpg,E
dataset\SigNN Character Database\E\E_1267.jpg,E
dataset\SigNN Character Database\E\E_1226.jpg,E
dataset\SigNN Character Database\E\134.jpg,E
dataset\SigNN Character Database\E\E_170.jpg,E
dataset\SigNN Character Database\E\E_1166.jpg,E
dataset\SigNN Character Database\E\E_1260.jpg,E
dataset\SigNN Character Database\E\E_1349.jpg,E
dataset\SigNN Character Database\E\E_463.jpg,E
dataset\SigNN Character Database\E\E_943.jpg,E
dataset\SigNN Character Database\E\E_458.jpg,E
dataset\SigNN Character Database\E\E_541.jpg,E
dataset\SigNN Character Database\E\E_1409.jpg,E
dataset\SigNN Character Database\E\E_1179.jpg,E
dataset\SigNN Character Database\E\E_87.jpg,E
dataset\SigNN Character Database\E\E_1039.jpg,E
dataset\SigNN Character Database\E\E_1101.jpg,E
dataset\SigNN Character Database\E\E_192.jpg,E
dataset\SigNN Character Database\E\23.jpg,E
dataset\SigNN Character Database\E\E_605.jpg,E
dataset\SigNN Character Database\E\E_637.jpg,E
dataset\SigNN Character Database\E\E_1138.jpg,E
dataset\SigNN Character Database\E\E_1286.jpg,E
dataset\SigNN Character Database\E\E_260.jpg,E
dataset\SigNN Character Database\E\479.jpg,E
dataset\SigNN Character Database\E\E_968.jpg,E
dataset\SigNN Character Database\E\E_500.jpg,E
dataset\SigNN Character Database\E\379.jpg,E
dataset\SigNN Character Database\E\E_422.jpg,E
dataset\SigNN Character Database\E\E_721.jpg,E
dataset\SigNN Character Database\E\E_1115.jpg,E
dataset\SigNN Character Database\E\E_45.jpg,E
dataset\SigNN Character Database\E\E_613.jpg,E
dataset\SigNN Character Database\E\E_831.jpg,E
dataset\SigNN Character Database\E\234.jpg,E
dataset\SigNN Character Database\E\141.jpg,E
dataset\SigNN Character Database\E\E_1073.jpg,E
dataset\SigNN Character Database\E\E_1449.jpg,E
dataset\SigNN Character Database\E\E_502.jpg,E
dataset\SigNN Character Database\E\E_1332.jpg,E
dataset\SigNN Character Database\E\2.jpg,E
dataset\SigNN Character Database\E\E_1015.jpg,E
dataset\SigNN Character Database\E\29.jpg,E
dataset\SigNN Character Database\E\E_182.jpg,E
dataset\SigNN Character Database\E\E_482.jpg,E
dataset\SigNN Character Database\E\E_1071.jpg,E
dataset\SigNN Character Database\E\E_711.jpg,E
dataset\SigNN Character Database\E\E_1426.jpg,E
dataset\SigNN Character Database\E\62.jpg,E
dataset\SigNN Character Database\E\E_994.jpg,E
dataset\SigNN Character Database\E\E_687.jpg,E
dataset\SigNN Character Database\E\E_1367.jpg,E
dataset\SigNN Character Database\E\E_338.jpg,E
dataset\SigNN Character Database\E\E_1163.jpg,E
dataset\SigNN Character Database\E\E_55.jpg,E
dataset\SigNN Character Database\E\E_370.jpg,E
dataset\SigNN Character Database\E\231.jpg,E
dataset\SigNN Character Database\E\315.jpg,E
dataset\SigNN Character Database\E\E_471.jpg,E
dataset\SigNN Character Database\E\E_51.jpg,E
dataset\SigNN Character Database\E\E_869.jpg,E
dataset\SigNN Character Database\E\E_1077.jpg,E
dataset\SigNN Character Database\E\E_154.jpg,E
dataset\SigNN Character Database\E\E_1076.jpg,E
dataset\SigNN Character Database\E\E_103.jpg,E
dataset\SigNN Character Database\E\E_345.jpg,E
dataset\SigNN Character Database\E\E_538.jpg,E
dataset\SigNN Character Database\E\E_878.jpg,E
dataset\SigNN Character Database\E\E_679.jpg,E
dataset\SigNN Character Database\E\E_1361.jpg,E
dataset\SigNN Character Database\E\E_65.jpg,E
dataset\SigNN Character Database\E\E_440.jpg,E
dataset\SigNN Character Database\E\E_712.jpg,E
dataset\SigNN Character Database\E\E_346.jpg,E
dataset\SigNN Character Database\E\E_188.jpg,E
dataset\SigNN Character Database\E\E_786.jpg,E
dataset\SigNN Character Database\E\E_949.jpg,E
dataset\SigNN Character Database\E\105.jpg,E
dataset\SigNN Character Database\E\E_731.jpg,E
dataset\SigNN Character Database\E\320.jpg,E
dataset\SigNN Character Database\E\E_763.jpg,E
dataset\SigNN Character Database\E\E_339.jpg,E
dataset\SigNN Character Database\E\E_1428.jpg,E
dataset\SigNN Character Database\E\E_1362.jpg,E
dataset\SigNN Character Database\E\E_141.jpg,E
dataset\SigNN Character Database\E\E_842.jpg,E
dataset\SigNN Character Database\E\E_986.jpg,E
dataset\SigNN Character Database\E\E_814.jpg,E
dataset\SigNN Character Database\E\53.jpg,E
dataset\SigNN Character Database\E\E_96.jpg,E
dataset\SigNN Character Database\E\E_1465.jpg,E
dataset\SigNN Character Database\E\E_1307.jpg,E
dataset\SigNN Character Database\E\E_420.jpg,E
dataset\SigNN Character Database\E\E_1086.jpg,E
dataset\SigNN Character Database\E\E_1357.jpg,E
dataset\SigNN Character Database\E\E_1057.jpg,E
dataset\SigNN Character Database\E\E_495.jpg,E
dataset\SigNN Character Database\E\352.jpg,E
dataset\SigNN Character Database\E\E_1320.jpg,E
dataset\SigNN Character Database\E\E_1107.jpg,E
dataset\SigNN Character Database\E\E_1193.jpg,E
dataset\SigNN Character Database\E\401.jpg,E
dataset\SigNN Character Database\E\E_1088.jpg,E
dataset\SigNN Character Database\E\E_255.jpg,E
dataset\SigNN Character Database\E\E_70.jpg,E
dataset\SigNN Character Database\E\E_694.jpg,E
dataset\SigNN Character Database\E\488.jpg,E
dataset\SigNN Character Database\E\E_1180.jpg,E
dataset\SigNN Character Database\E\E_1164.jpg,E
dataset\SigNN Character Database\E\E_165.jpg,E
dataset\SigNN Character Database\E\E_714.jpg,E
dataset\SigNN Character Database\E\E_305.jpg,E
dataset\SigNN Character Database\E\E_911.jpg,E
dataset\SigNN Character Database\E\E_520.jpg,E
dataset\SigNN Character Database\E\E_1323.jpg,E
dataset\SigNN Character Database\E\E_639.jpg,E
dataset\SigNN Character Database\E\E_1430.jpg,E
dataset\SigNN Character Database\E\E_92.jpg,E
dataset\SigNN Character Database\E\E_292.jpg,E
dataset\SigNN Character Database\E\E_702.jpg,E
dataset\SigNN Character Database\E\E_128.jpg,E
dataset\SigNN Character Database\E\E_892.jpg,E
dataset\SigNN Character Database\E\E_95.jpg,E
dataset\SigNN Character Database\E\61.jpg,E
dataset\SigNN Character Database\E\340.jpg,E
dataset\SigNN Character Database\E\E_773.jpg,E
dataset\SigNN Character Database\E\454.jpg,E
dataset\SigNN Character Database\E\E_650.jpg,E
dataset\SigNN Character Database\E\E_846.jpg,E
dataset\SigNN Character Database\E\E_1236.jpg,E
dataset\SigNN Character Database\E\E_1064.jpg,E
dataset\SigNN Character Database\E\E_386.jpg,E
dataset\SigNN Character Database\E\E_1133.jpg,E
dataset\SigNN Character Database\E\E_1384.jpg,E
dataset\SigNN Character Database\E\E_875.jpg,E
dataset\SigNN Character Database\E\E_327.jpg,E
dataset\SigNN Character Database\E\E_1158.jpg,E
dataset\SigNN Character Database\E\E_66.jpg,E
dataset\SigNN Character Database\E\E_1424.jpg,E
dataset\SigNN Character Database\E\E_1347.jpg,E
dataset\SigNN Character Database\E\E_172.jpg,E
dataset\SigNN Character Database\E\E_667.jpg,E
dataset\SigNN Character Database\E\E_713.jpg,E
dataset\SigNN Character Database\E\396.jpg,E
dataset\SigNN Character Database\E\E_1233.jpg,E
dataset\SigNN Character Database\E\E_1023.jpg,E
dataset\SigNN Character Database\E\E_318.jpg,E
dataset\SigNN Character Database\E\E_1022.jpg,E
dataset\SigNN Character Database\E\E_1333.jpg,E
dataset\SigNN Character Database\E\E_728.jpg,E
dataset\SigNN Character Database\E\E_293.jpg,E
dataset\SigNN Character Database\E\E_1095.jpg,E
dataset\SigNN Character Database\E\E_586.jpg,E
dataset\SigNN Character Database\E\E_1219.jpg,E
dataset\SigNN Character Database\E\E_781.jpg,E
dataset\SigNN Character Database\E\E_1365.jpg,E
dataset\SigNN Character Database\E\E_469.jpg,E
dataset\SigNN Character Database\E\E_1007.jpg,E
dataset\SigNN Character Database\E\E_821.jpg,E
dataset\SigNN Character Database\E\E_1189.jpg,E
dataset\SigNN Character Database\E\E_34.jpg,E
dataset\SigNN Character Database\E\E_1438.jpg,E
dataset\SigNN Character Database\E\E_216.jpg,E
dataset\SigNN Character Database\E\E_682.jpg,E
dataset\SigNN Character Database\E\196.jpg,E
dataset\SigNN Character Database\E\E_952.jpg,E
dataset\SigNN Character Database\E\E_433.jpg,E
dataset\SigNN Character Database\E\E_1350.jpg,E
dataset\SigNN Character Database\E\E_779.jpg,E
dataset\SigNN Character Database\E\E_331.jpg,E
dataset\SigNN Character Database\E\E_1474.jpg,E
dataset\SigNN Character Database\E\147.jpg,E
dataset\SigNN Character Database\E\E_762.jpg,E
dataset\SigNN Character Database\E\E_371.jpg,E
dataset\SigNN Character Database\E\420.jpg,E
dataset\SigNN Character Database\E\E_389.jpg,E
dataset\SigNN Character Database\E\E_1370.jpg,E
dataset\SigNN Character Database\E\E_672.jpg,E
dataset\SigNN Character Database\E\E_1156.jpg,E
dataset\SigNN Character Database\E\E_432.jpg,E
dataset\SigNN Character Database\E\E_325.jpg,E
dataset\SigNN Character Database\E\163.jpg,E
dataset\SigNN Character Database\E\E_400.jpg,E
dataset\SigNN Character Database\E\E_636.jpg,E
dataset\SigNN Character Database\E\82.jpg,E
dataset\SigNN Character Database\E\E_918.jpg,E
dataset\SigNN Character Database\E\E_281.jpg,E
dataset\SigNN Character Database\E\E_157.jpg,E
dataset\SigNN Character Database\E\E_607.jpg,E
dataset\SigNN Character Database\E\E_596.jpg,E
dataset\SigNN Character Database\E\E_1114.jpg,E
dataset\SigNN Character Database\E\E_872.jpg,E
dataset\SigNN Character Database\E\E_1339.jpg,E
dataset\SigNN Character Database\E\E_529.jpg,E
dataset\SigNN Character Database\E\E_633.jpg,E
dataset\SigNN Character Database\E\E_167.jpg,E
dataset\SigNN Character Database\E\E_503.jpg,E
dataset\SigNN Character Database\E\E_1240.jpg,E
dataset\SigNN Character Database\E\E_437.jpg,E
dataset\SigNN Character Database\E\E_1188.jpg,E
dataset\SigNN Character Database\E\E_651.jpg,E
dataset\SigNN Character Database\E\E_754.jpg,E
dataset\SigNN Character Database\E\E_274.jpg,E
dataset\SigNN Character Database\E\E_681.jpg,E
dataset\SigNN Character Database\E\E_739.jpg,E
dataset\SigNN Character Database\E\E_745.jpg,E
dataset\SigNN Character Database\E\E_693.jpg,E
dataset\SigNN Character Database\E\E_344.jpg,E
dataset\SigNN Character Database\E\E_1030.jpg,E
dataset\SigNN Character Database\E\E_1019.jpg,E
dataset\SigNN Character Database\E\E_819.jpg,E
dataset\SigNN Character Database\E\422.jpg,E
dataset\SigNN Character Database\E\E_707.jpg,E
dataset\SigNN Character Database\E\E_15.jpg,E
dataset\SigNN Character Database\E\E_1443.jpg,E
dataset\SigNN Character Database\E\E_1266.jpg,E
dataset\SigNN Character Database\E\E_1220.jpg,E
dataset\SigNN Character Database\E\E_102.jpg,E
dataset\SigNN Character Database\E\E_149.jpg,E
dataset\SigNN Character Database\E\E_75.jpg,E
dataset\SigNN Character Database\E\E_1021.jpg,E
dataset\SigNN Character Database\E\E_887.jpg,E
dataset\SigNN Character Database\E\E_1160.jpg,E
dataset\SigNN Character Database\E\E_803.jpg,E
dataset\SigNN Character Database\E\E_249.jpg,E
dataset\SigNN Character Database\E\E_792.jpg,E
dataset\SigNN Character Database\E\348.jpg,E
dataset\SigNN Character Database\E\E_1314.jpg,E
dataset\SigNN Character Database\E\E_1215.jpg,E
dataset\SigNN Character Database\E\E_539.jpg,E
dataset\SigNN Character Database\E\E_17.jpg,E
dataset\SigNN Character Database\E\E_967.jpg,E
dataset\SigNN Character Database\E\E_822.jpg,E
dataset\SigNN Character Database\E\E_747.jpg,E
dataset\SigNN Character Database\E\E_1217.jpg,E
dataset\SigNN Character Database\E\E_1100.jpg,E
dataset\SigNN Character Database\E\E_381.jpg,E
dataset\SigNN Character Database\E\E_1488.jpg,E
dataset\SigNN Character Database\E\E_1002.jpg,E
dataset\SigNN Character Database\E\E_816.jpg,E
dataset\SigNN Character Database\E\E_137.jpg,E
dataset\SigNN Character Database\E\E_669.jpg,E
dataset\SigNN Character Database\E\E_521.jpg,E
dataset\SigNN Character Database\E\32.jpg,E
dataset\SigNN Character Database\E\E_610.jpg,E
dataset\SigNN Character Database\E\E_311.jpg,E
dataset\SigNN Character Database\E\E_600.jpg,E
dataset\SigNN Character Database\E\E_223.jpg,E
dataset\SigNN Character Database\E\E_415.jpg,E
dataset\SigNN Character Database\E\E_899.jpg,E
dataset\SigNN Character Database\E\E_589.jpg,E
dataset\SigNN Character Database\E\E_1024.jpg,E
dataset\SigNN Character Database\E\E_559.jpg,E
dataset\SigNN Character Database\E\E_276.jpg,E
dataset\SigNN Character Database\E\E_1050.jpg,E
dataset\SigNN Character Database\E\E_498.jpg,E
dataset\SigNN Character Database\E\E_800.jpg,E
dataset\SigNN Character Database\E\E_631.jpg,E
dataset\SigNN Character Database\E\E_369.jpg,E
dataset\SigNN Character Database\E\E_1001.jpg,E
dataset\SigNN Character Database\E\44.jpg,E
dataset\SigNN Character Database\E\E_108.jpg,E
dataset\SigNN Character Database\E\E_1477.jpg,E
dataset\SigNN Character Database\E\E_1192.jpg,E
dataset\SigNN Character Database\E\E_732.jpg,E
dataset\SigNN Character Database\E\E_570.jpg,E
dataset\SigNN Character Database\E\E_1085.jpg,E
dataset\SigNN Character Database\E\E_1427.jpg,E
dataset\SigNN Character Database\E\E_81.jpg,E
dataset\SigNN Character Database\E\E_904.jpg,E
dataset\SigNN Character Database\E\E_1009.jpg,E
dataset\SigNN Character Database\E\E_540.jpg,E
dataset\SigNN Character Database\E\E_1238.jpg,E
dataset\SigNN Character Database\E\E_1495.jpg,E
dataset\SigNN Character Database\E\E_1246.jpg,E
dataset\SigNN Character Database\E\E_1483.jpg,E
dataset\SigNN Character Database\E\E_847.jpg,E
dataset\SigNN Character Database\E\E_333.jpg,E
dataset\SigNN Character Database\E\E_1419.jpg,E
dataset\SigNN Character Database\E\E_643.jpg,E
dataset\SigNN Character Database\E\E_1444.jpg,E
dataset\SigNN Character Database\E\E_421.jpg,E
dataset\SigNN Character Database\E\189.jpg,E
dataset\SigNN Character Database\E\E_1388.jpg,E
dataset\SigNN Character Database\E\E_22.jpg,E
dataset\SigNN Character Database\E\481.jpg,E
dataset\SigNN Character Database\E\E_1017.jpg,E
dataset\SigNN Character Database\E\E_1014.jpg,E
dataset\SigNN Character Database\E\E_312.jpg,E
dataset\SigNN Character Database\E\E_184.jpg,E
dataset\SigNN Character Database\E\E_86.jpg,E
dataset\SigNN Character Database\E\E_299.jpg,E
dataset\SigNN Character Database\E\E_1468.jpg,E
dataset\SigNN Character Database\E\E_399.jpg,E
dataset\SigNN Character Database\E\E_676.jpg,E
dataset\SigNN Character Database\E\E_1312.jpg,E
dataset\SigNN Character Database\E\E_434.jpg,E
dataset\SigNN Character Database\E\E_684.jpg,E
dataset\SigNN Character Database\E\E_1500.jpg,E
dataset\SigNN Character Database\E\E_48.jpg,E
dataset\SigNN Character Database\E\E_1047.jpg,E
dataset\SigNN Character Database\E\E_316.jpg,E
dataset\SigNN Character Database\E\E_565.jpg,E
dataset\SigNN Character Database\E\E_1458.jpg,E
dataset\SigNN Character Database\E\E_1300.jpg,E
dataset\SigNN Character Database\E\E_1157.jpg,E
dataset\SigNN Character Database\E\E_697.jpg,E
dataset\SigNN Character Database\E\447.jpg,E
dataset\SigNN Character Database\E\E_39.jpg,E
dataset\SigNN Character Database\E\E_868.jpg,E
dataset\SigNN Character Database\E\81.jpg,E
dataset\SigNN Character Database\E\E_1461.jpg,E
dataset\SigNN Character Database\E\E_1322.jpg,E
dataset\SigNN Character Database\E\E_1216.jpg,E
dataset\SigNN Character Database\E\E_1499.jpg,E
dataset\SigNN Character Database\E\E_1313.jpg,E
dataset\SigNN Character Database\E\E_1413.jpg,E
dataset\SigNN Character Database\E\E_1111.jpg,E
dataset\SigNN Character Database\E\238.jpg,E
dataset\SigNN Character Database\E\269.jpg,E
dataset\SigNN Character Database\E\E_486.jpg,E
dataset\SigNN Character Database\E\E_571.jpg,E
dataset\SigNN Character Database\E\E_612.jpg,E
dataset\SigNN Character Database\E\E_196.jpg,E
dataset\SigNN Character Database\E\265.jpg,E
dataset\SigNN Character Database\E\E_827.jpg,E
dataset\SigNN Character Database\E\71.jpg,E
dataset\SigNN Character Database\E\E_492.jpg,E
dataset\SigNN Character Database\E\E_180.jpg,E
dataset\SigNN Character Database\E\E_307.jpg,E
dataset\SigNN Character Database\E\E_1059.jpg,E
dataset\SigNN Character Database\E\137.jpg,E
dataset\SigNN Character Database\E\E_1434.jpg,E
dataset\SigNN Character Database\E\E_356.jpg,E
dataset\SigNN Character Database\E\E_62.jpg,E
dataset\SigNN Character Database\E\E_1137.jpg,E
dataset\SigNN Character Database\E\E_829.jpg,E
dataset\SigNN Character Database\E\E_490.jpg,E
dataset\SigNN Character Database\E\E_793.jpg,E
dataset\SigNN Character Database\E\E_1485.jpg,E
dataset\SigNN Character Database\E\E_599.jpg,E
dataset\SigNN Character Database\E\E_927.jpg,E
dataset\SigNN Character Database\E\E_427.jpg,E
dataset\SigNN Character Database\E\E_572.jpg,E
dataset\SigNN Character Database\E\E_894.jpg,E
dataset\SigNN Character Database\E\E_1441.jpg,E
dataset\SigNN Character Database\E\E_577.jpg,E
dataset\SigNN Character Database\E\233.jpg,E
dataset\SigNN Character Database\E\E_1041.jpg,E
